day_index,date_iso,day_type,step,P_load_kW,P_pv_kW
5,2025-09-10,working,16,19.843480662983424,0.0
5,2025-09-10,working,17,20.084444444444443,0.0
5,2025-09-10,working,18,21.218444444444444,0.0
5,2025-09-10,working,19,20.62961111111111,0.0
5,2025-09-10,working,20,18.918833333333332,0.0
5,2025-09-10,working,21,13.94972222222222,0.0
5,2025-09-10,working,22,13.450555555555555,0.0
5,2025-09-10,working,23,14.4045,1.416171875
5,2025-09-10,working,24,13.301555555555556,5.233646408839779
5,2025-09-10,working,25,14.095083798882682,11.227727272727272
5,2025-09-10,working,26,14.246833333333333,13.289636363636365
5,2025-09-10,working,27,28.071767955801104,26.894745762711864
5,2025-09-10,working,28,48.734111111111105,46.75236363636364
5,2025-09-10,working,29,455.93355555555553,158.29331325301203
5,2025-09-10,working,30,737.4420555555556,278.14360248447207
5,2025-09-10,working,31,671.5990555555555,303.7844303797468
5,2025-09-10,working,32,641.6631666666666,324.29655629139074
5,2025-09-10,working,33,657.8638333333333,506.6791515151515
5,2025-09-10,working,34,688.5313888888888,650.3215204678362
5,2025-09-10,working,35,704.2405,458.96656249999995
5,2025-09-10,working,36,734.6768333333332,478.32874999999996
5,2025-09-10,working,37,732.5251111111111,502.14158940397357
5,2025-09-10,working,38,756.7531666666667,567.9301863354037
5,2025-09-10,working,39,747.1786666666667,653.360625
5,2025-09-10,working,40,708.2818994413408,671.8420118343196
5,2025-09-10,working,41,773.5369613259669,739.9385142857143
5,2025-09-10,working,42,826.5162777777778,758.5295402298851
5,2025-09-10,working,43,820.0906111111111,727.5635064935065
5,2025-09-10,working,44,824.881,750.9356875000001
5,2025-09-10,working,45,879.2011666666666,764.2064161849711
5,2025-09-10,working,46,877.6847777777779,829.8482608695653
5,2025-09-10,working,47,877.3395555555555,849.315
5,2025-09-10,working,48,678.8090555555556,658.6515151515151
5,2025-09-10,working,49,685.7512777777778,655.0387861271677
5,2025-09-10,working,50,724.6138333333333,562.4329885057471
5,2025-09-10,working,51,723.663,653.9662162162163
5,2025-09-10,working,52,731.5182222222222,664.8654861111112
5,2025-09-10,working,53,740.5535555555556,697.8512056737588
5,2025-09-10,working,54,842.1212777777777,568.0686875
5,2025-09-10,working,55,873.6734444444445,755.6437647058824
5,2025-09-10,working,56,879.4808888888889,812.7177647058822
5,2025-09-10,working,57,882.2962222222222,544.9269714285714
5,2025-09-10,working,58,883.9880555555555,806.6862790697675
5,2025-09-10,working,59,877.3471111111112,721.2888023952096
5,2025-09-10,working,60,779.8688333333334,736.404540229885
5,2025-09-10,working,61,798.0742458100559,755.0881927710843
5,2025-09-10,working,62,791.9724309392266,636.5371518987341
5,2025-09-10,working,63,787.7928333333333,540.2082352941177
5,2025-09-10,working,64,776.8256111111112,495.74364963503655
5,2025-09-10,working,65,739.9531111111111,349.06680272108844
5,2025-09-10,working,66,603.775,221.1409941520468
5,2025-09-10,working,67,300.3957222222222,121.98203947368421
5,2025-09-10,working,68,22.41127777777778,20.489646017699116
5,2025-09-10,working,69,17.96,16.84
5,2025-09-10,working,70,15.074777777777777,13.759651162790696
5,2025-09-10,working,71,15.84388888888889,8.28641975308642
5,2025-09-10,working,72,17.166055555555555,0.5692105263157895
5,2025-09-10,working,73,19.28488888888889,0.0
5,2025-09-10,working,74,19.294833333333333,0.0
5,2025-09-10,working,75,19.132166666666667,0.0
5,2025-09-10,working,76,20.09088888888889,0.0
5,2025-09-10,working,77,20.53,0.0
5,2025-09-10,working,78,20.17972222222222,0.0
5,2025-09-10,working,79,19.717222222222222,0.0
5,2025-09-10,working,80,20.63361111111111,0.0
5,2025-09-10,working,81,20.65661111111111,0.0
5,2025-09-10,working,82,20.32391061452514,0.0
5,2025-09-10,working,83,19.91685082872928,0.0
5,2025-09-10,working,84,17.750833333333333,0.0
5,2025-09-10,working,85,17.437444444444445,0.0
5,2025-09-10,working,86,17.44977777777778,0.0
5,2025-09-10,working,87,17.715777777777777,0.0
5,2025-09-10,working,88,18.151333333333334,0.0
5,2025-09-10,working,89,18.349,0.0
5,2025-09-10,working,90,19.268,0.0
5,2025-09-10,working,91,19.03338888888889,0.0
5,2025-09-10,working,92,18.29,0.0
5,2025-09-10,working,93,18.187166666666666,0.0
5,2025-09-10,working,94,17.494833333333336,0.0
5,2025-09-10,working,95,18.65072222222222,0.0
6,2025-09-11,working,0,19.697515527950312,0.0
6,2025-09-11,working,1,20.1905,0.0
6,2025-09-11,working,2,19.81727777777778,0.0
6,2025-09-11,working,3,18.25622222222222,0.0
