day_index,date_iso,day_type,step,P_load_kW,P_pv_kW
6,2025-09-11,working,23,28.391610,8.621658
6,2025-09-11,working,24,28.843665,10.114138
6,2025-09-11,working,25,29.040806,12.287857
6,2025-09-11,working,26,29.526935,14.580832
6,2025-09-11,working,27,32.329035,20.737345
6,2025-09-11,working,28,99.765789,52.284029
6,2025-09-11,working,29,425.333135,137.614974
6,2025-09-11,working,30,550.016472,187.762587
6,2025-09-11,working,31,550.419930,225.178424
6,2025-09-11,working,32,557.287864,267.939480
6,2025-09-11,working,33,564.187851,302.658276
6,2025-09-11,working,34,565.169675,316.519759
6,2025-09-11,working,35,570.612486,340.360705
6,2025-09-11,working,36,593.122414,374.526854
6,2025-09-11,working,37,599.288018,401.624231
6,2025-09-11,working,38,607.067067,411.517913
6,2025-09-11,working,39,609.798874,420.220621
6,2025-09-11,working,40,594.171752,427.335356
6,2025-09-11,working,41,620.063571,451.406673
6,2025-09-11,working,42,634.151428,464.936114
6,2025-09-11,working,43,648.371518,479.221539
6,2025-09-11,working,44,660.220282,481.011177
6,2025-09-11,working,45,643.491176,487.439547
6,2025-09-11,working,46,627.512985,473.825132
6,2025-09-11,working,47,616.733449,466.384539
6,2025-09-11,working,48,465.117948,368.343303
6,2025-09-11,working,49,513.449105,405.417415
6,2025-09-11,working,50,564.481701,438.439613
6,2025-09-11,working,51,575.135733,446.393576
6,2025-09-11,working,52,582.507236,452.812309
6,2025-09-11,working,53,589.956121,452.383530
6,2025-09-11,working,54,616.896802,460.350176
6,2025-09-11,working,55,665.293192,481.774352
6,2025-09-11,working,56,680.406549,477.502195
6,2025-09-11,working,57,685.788563,465.610550
6,2025-09-11,working,58,685.944582,446.579563
6,2025-09-11,working,59,666.731658,419.650872
6,2025-09-11,working,60,617.648254,378.161930
6,2025-09-11,working,61,607.656578,356.322390
6,2025-09-11,working,62,597.257773,324.921123
6,2025-09-11,working,63,574.947006,292.123822
6,2025-09-11,working,64,540.963836,248.978174
6,2025-09-11,working,65,527.603208,207.326929
6,2025-09-11,working,66,496.214274,165.710758
6,2025-09-11,working,67,423.956922,122.796410
6,2025-09-11,working,68,319.218567,77.922736
6,2025-09-11,working,69,226.155068,55.030170
6,2025-09-11,working,70,122.087324,25.191385
6,2025-09-11,working,71,65.655669,13.729110
6,2025-09-11,working,72,29.135567,7.139861
6,2025-09-11,working,73,33.285362,4.349300
6,2025-09-11,working,74,32.472755,2.554087
6,2025-09-11,working,75,29.704994,0.016925
6,2025-09-11,working,76,30.101704,0.001548
6,2025-09-11,working,77,29.803490,0.000000
6,2025-09-11,working,78,29.271054,0.000000
6,2025-09-11,working,79,29.025754,0.000000
6,2025-09-11,working,80,28.578456,0.000000
6,2025-09-11,working,81,28.068490,0.000000
6,2025-09-11,working,82,27.445385,0.000000
6,2025-09-11,working,83,26.746717,0.000000
6,2025-09-11,working,84,25.198346,0.000000
6,2025-09-11,working,85,24.763684,0.000000
6,2025-09-11,working,86,24.669084,0.000000
6,2025-09-11,working,87,24.521631,0.000000
6,2025-09-11,working,88,24.581805,0.000000
6,2025-09-11,working,89,24.730279,2.935560
6,2025-09-11,working,90,24.324348,3.080970
6,2025-09-11,working,91,24.196850,0.000000
6,2025-09-11,working,92,23.765920,0.000000
6,2025-09-11,working,93,23.427473,1.626522
6,2025-09-11,working,94,22.833319,1.099126
6,2025-09-11,working,95,23.783558,0.556740
7,2025-09-12,working,0,20.867039,6.820955
7,2025-09-12,working,1,19.956617,1.564085
7,2025-09-12,working,2,20.129420,0.007246
7,2025-09-12,working,3,20.280731,0.060740
7,2025-09-12,working,4,21.049219,0.150228
7,2025-09-12,working,5,21.907101,0.225791
7,2025-09-12,working,6,22.464620,0.289664
7,2025-09-12,working,7,24.099170,0.851342
7,2025-09-12,working,8,25.577573,1.049009
